property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,8,10,2,"['ZnO', 'ZnS']",,
aldSystem.aldMethod.[0].method,8,10,1,['TALD'],,
aldSystem.aldMethod.[1].compound,2,3,2,"['ZnO', 'ZnS']",,
aldSystem.aldMethod.[1].method,2,3,1,['TALD'],,
aldSystem.materialDeposited,8,10,4,"['ZnO', 'ZnO:Al', 'ZnO_xS_1-x', 'ZnS']",,
deviceProperties.fieldEffectMobility.quantityValue.numericValue,1,1,0,[],0.0,0.0
deviceProperties.onOffRatio.quantityValue.numericValue,3,3,0,[],0.0,10000000.0
deviceProperties.subthresholdSwing.quantityValue.numericValue,1,1,0,[],0.0,0.0
deviceProperties.thresholdVoltage.quantityValue.numericValue,1,1,0,[],0.0,0.0
materialProperties.chemicalComposition,8,10,4,"['ZnO', 'ZnO:Al', 'ZnO_xS_1-x', 'ZnS']",,
materialProperties.conformality.aspectRatio.quantityValue.numericValue,2,2,0,[],0.0,1.0
materialProperties.crystallinity.characterizationMethod,6,8,2,"['X-ray diffractometry (XRD)', 'XRD']",,
materialProperties.crystallinity.phase,6,8,5,"['amorphous', 'cubic', 'hexagonal', 'monocrystalline', 'polycrystalline']",,
materialProperties.electricalProperties.carrierDensity.quantityValue.numericValue,5,6,0,[],0.0,1.66e+19
materialProperties.electricalProperties.characterizationMethod,6,7,2,"['Hall measurements', 'Van der Pauw method']",,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,5,6,0,[],0.0,100.0
materialProperties.electricalProperties.resistivity.quantityValue.numericValue,4,4,0,[],0.0,0.042
materialProperties.filmComposition.atomicRatio.characterizationMethod,4,6,3,"['RBS', 'XPS', 'XRD']",,
materialProperties.filmComposition.atomicRatio.elements,7,18,3,"['O', 'S', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,4,6,2,"['1:0.9', '1:1']",,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,5,6,3,"['RBS', 'SIMS', 'XPS']",,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,2,2,0,[],0.0,0.9
materialProperties.filmDensity.characterizationMethod,1,1,1,['XRR'],,
materialProperties.filmDensity.value.quantityValue.numericValue,2,2,0,[],0.0,5.6
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,3,5,0,[],3.3,3.6
materialProperties.opticalProperties.characterizationMethod,3,4,2,"['Hitachi U-1100 spectrophotometer', 'UV-Vis']",,
materialProperties.roughness.characterizationMethod,4,5,3,"['AFM', 'Atomic force microscopy (AFM)', 'SEM']",,
materialProperties.roughness.value.quantityValue.numericValue,3,3,0,[],0.0,5.0
materialProperties.uniformity.variation.quantityValue.numericValue,2,2,0,[],0.0,5.0
otherAspects.filmStability,1,1,0,[],1.0,1.0
otherAspects.reproducibility,1,1,0,[],1.0,1.0
otherAspects.safety,1,1,1,['Use of oxygen filter to improve stoichiometry.'],,
processParameters.deliveryMethod,1,1,1,['bubbling systems'],,
processParameters.pressure.quantityValue.numericValue,5,6,0,[],5e-10,1.0
processParameters.reactor.manufacturer,4,5,3,"['Cambridge NanoTech', 'Microchemistry Ltd.', 'Oxford']",,
processParameters.reactor.name,6,8,6,"['F-120 ALE reactor', 'OpAL', 'Savannah 100', 'Savannah-100', 'custom built warm wall reactor', 'ultrahigh-vacuum growth chamber']",,
processParameters.substrate,8,10,8,"['Corning 7059 glass, n-type (111) silicon', 'GaN/sapphire', 'Si', 'Si 100 wafer', 'Si wafer', 'Soda lime glass (50 X 50 mm)', 'glass', 'glass, glass covered with ITO, silicon (100), silicon covered with metal, GaAs, sapphire']",,
processParameters.supercycleDesign.numberofSubcycles.[0].compound,1,1,1,['ZnO'],,
processParameters.supercycleDesign.numberofSubcycles.[0].count.quantityValue.numericValue,1,1,0,[],1.0,1.0
processParameters.supercycleDesign.numberofSubcycles.[1].compound,1,1,1,['ZnS'],,
processParameters.supercycleDesign.numberofSubcycles.[1].count.quantityValue.numericValue,1,1,0,[],1.0,1.0
processParameters.supercycleDesign.subcycleSequence,1,2,2,"['ZnO', 'ZnS']",,
processParameters.temperature.quantityValue.numericValue,8,10,0,[],90.0,573.0
processParameters.thicknessControl.dosingTime.[0].coReactant.quantityValue.numericValue,5,6,0,[],0.4,200.0
processParameters.thicknessControl.dosingTime.[0].compound,5,6,4,"['DEtZn', 'ZnO', 'ZnO_xS_1-x', 'ZnS']",,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,5,6,0,[],0.4,200.0
processParameters.thicknessControl.dosingTime.[1].coReactant.quantityValue.numericValue,2,3,0,[],0.4,5.0
processParameters.thicknessControl.dosingTime.[1].compound,2,3,2,"['DMeZn', 'ZnO']",,
processParameters.thicknessControl.dosingTime.[1].precursor.quantityValue.numericValue,2,3,0,[],0.4,5.0
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,4,4,0,[],0.0,750.0
processParameters.thicknessControl.flowRates.[0].coReactantFlow.quantityValue.numericValue,4,5,0,[],0.0,700.0
processParameters.thicknessControl.flowRates.[0].compound,5,6,4,"['DEtZn', 'ZnO', 'ZnO_xS_1-x', 'ZnS']",,
