property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,10,13,3,"['Ga2O3', 'In2-xGaxO3', 'ZnO']",,
aldSystem.aldMethod.[0].method,11,14,1,['PEALD'],,
aldSystem.aldMethod.[1].compound,3,3,2,"['Ga2O3', 'ZnO']",,
aldSystem.aldMethod.[1].method,3,3,1,['PEALD'],,
aldSystem.aldMethod.[2].compound,1,1,1,['Al2O3'],,
aldSystem.aldMethod.[2].method,1,1,1,['PEALD'],,
aldSystem.materialDeposited,10,13,5,"['Al-doped ZnO', 'GZO', 'In2-xGaxO3', 'ZnGaO', 'ZnO']",,
deviceProperties.deviceStructure,4,4,4,"['Top-gate', 'back-gate-type', 'n-ZnGaO/p-Si heterojunction', 'top-gate']",,
deviceProperties.fieldEffectMobility.quantityValue.numericValue,4,4,0,[],0.035,95.5
deviceProperties.onOffRatio.quantityValue.numericValue,5,5,0,[],110000.0,100000000.0
deviceProperties.subthresholdSwing.quantityValue.numericValue,3,3,0,[],1.0,166.0
deviceProperties.thresholdVoltage.quantityValue.numericValue,4,4,0,[],-6.5,8.0
materialProperties.chemicalComposition,9,12,5,"['GZO', 'In2-xGaxO3', 'ZnGaO', 'ZnO', 'ZnO:Zn-Al-O']",,
materialProperties.crystallinity.characterizationMethod,10,13,2,"['X-ray diffraction (XRD)', 'XRD']",,
materialProperties.crystallinity.phase,10,13,7,"['Hexagonal wurtzite', 'Highly ordered crystalline', 'Polycrystalline', 'amorphous', 'columnar crystalline orientation', 'polycrystalline', 'wurtzite']",,
materialProperties.electricalProperties.carrierDensity.quantityValue.numericValue,2,2,0,[],1.37e+17,1.7e+18
materialProperties.electricalProperties.characterizationMethod,4,4,1,['Hall measurements'],,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,5,5,0,[],4.3,95.5
materialProperties.electricalProperties.resistivity.quantityValue.numericValue,3,3,0,[],0.0066,1.85
materialProperties.filmComposition.atomicRatio.characterizationMethod,7,10,3,"['XPS', 'XRD', 'XRF']",,
materialProperties.filmComposition.atomicRatio.elements,11,30,6,"['Al', 'Ga', 'In', 'Not Found', 'O', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,5,5,5,"['0.76:1', '1.0:0.4:1.6', '1.4:0.6', '14:1', '3.25:96.75']",,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,8,11,4,"['SIMS', 'XPS', 'XRD', 'XRF']",,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,3,3,0,[],1.1,19.32
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,6,6,0,[],3.2,4.38
materialProperties.opticalProperties.characterizationMethod,5,8,3,"['Tauc plot', 'UV-Vis', 'UV/Vis spectrometer']",,
materialProperties.opticalProperties.refractiveIndex.quantityValue.numericValue,1,1,0,[],1.876,1.876
materialProperties.roughness.characterizationMethod,8,11,2,"['AFM', 'atomic force microscopy (AFM)']",,
materialProperties.roughness.value.quantityValue.numericValue,8,11,0,[],0.24,18.62
