property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,7,8,4,"['Al2O3', 'IGZO', 'In2O3', 'InOx']",,
aldSystem.aldMethod.[0].method,7,8,2,"['PEALD', 'SALD']",,
aldSystem.aldMethod.[1].compound,5,6,4,"['Al2O3', 'Ga2O3', 'GaOx', 'ZnO']",,
aldSystem.aldMethod.[1].method,5,6,2,"['PEALD', 'TALD']",,
aldSystem.aldMethod.[2].compound,5,6,3,"['GaOx', 'SiO2', 'ZnO']",,
aldSystem.aldMethod.[2].method,5,6,2,"['PEALD', 'TALD']",,
aldSystem.aldMethod.[3].compound,1,1,1,['Al2O3'],,
aldSystem.aldMethod.[3].method,1,1,1,['TALD'],,
aldSystem.materialDeposited,7,8,4,"['Al2O3', 'IGZO', 'In0.52Ga0.18Zn0.30O', 'InGaZnO']",,
deviceProperties.deviceStructure,6,7,5,"['TG-BC IGZO TFT', 'Top-gate staggered', 'bottom-gate', 'bottom-gate top-contact', 'top-gate bottom-contact (TG-BC)']",,
deviceProperties.fieldEffectMobility.quantityValue.numericValue,6,7,0,[],27.6,65.5
deviceProperties.onOffRatio.quantityValue.numericValue,2,2,0,[],0.96,890000000.0
deviceProperties.subthresholdSwing.quantityValue.numericValue,7,8,0,[],0.14,230.0
deviceProperties.thresholdVoltage.quantityValue.numericValue,7,8,0,[],-3.5,3.09
materialProperties.chemicalComposition,7,8,3,"['Al2O3', 'In0.52Ga0.18Zn0.30O', 'InGaZnO']",,
materialProperties.crystallinity.characterizationMethod,5,6,3,"['X-ray diffraction (XRD)', 'XPS', 'XRD']",,
materialProperties.crystallinity.phase,6,7,3,"['Amorphous', 'amorphous', 'polycrystalline']",,
materialProperties.electricalProperties.carrierDensity.quantityValue.numericValue,1,1,0,[],7.1e+17,7.1e+17
materialProperties.electricalProperties.characterizationMethod,3,4,2,"['HP 4284A semiconductor analyzer', 'Hall measurements']",,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,4,4,0,[],27.6,74.3
materialProperties.filmComposition.atomicRatio.characterizationMethod,5,6,3,"['RBS', 'X-ray fluorescence (XRF)', 'XPS']",,
materialProperties.filmComposition.atomicRatio.elements,7,23,5,"['Al', 'Ga', 'In', 'O', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,7,8,7,"['0.52:0.18:0.30', '0.56-0.63:0.13-0.17:0.17-0.34', '12:1:1', '1:1.82', '1:1:1', '2.8:1.7:1', '2:1:1.3']",,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,6,7,3,"['ERD', 'X-ray fluorescence (XRF)', 'XPS']",,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,3,3,0,[],3.57,22.9
materialProperties.filmDensity.characterizationMethod,5,6,2,"['GI-X-ray reflectometry (GI-XRR)', 'XRR']",,
materialProperties.filmDensity.value.quantityValue.numericValue,4,4,0,[],2.79,6.89
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,3,3,0,[],2.5,3.09
materialProperties.opticalProperties.characterizationMethod,5,6,4,"['Tauc plot', 'UV-visible spectrophotometer', 'spectroscopic ellipsometry', 'spectroscopic ellipsometry (SE)']",,
materialProperties.opticalProperties.refractiveIndex.quantityValue.numericValue,2,2,0,[],1.63,1.63
materialProperties.roughness.characterizationMethod,2,2,2,"['AFM', 'GIXRR']",,
materialProperties.roughness.value.quantityValue.numericValue,1,1,0,[],0.51,0.51
materialProperties.uniformity.variation.quantityValue.numericValue,1,1,0,[],1.26,1.26
otherAspects.filmStability,6,7,0,[],1.0,1.0
otherAspects.reproducibility,6,7,0,[],1.0,1.0
processParameters.plasmaPower.quantityValue.numericValue,5,6,0,[],38.0,300.0
processParameters.pressure.quantityValue.numericValue,3,4,0,[],1.2,760.0
processParameters.reactor.manufacturer,2,2,2,"['ISAC Research Inc.', 'Nexusbe Co.']",,
processParameters.reactor.name,3,3,3,"[""6 ' × 6 ' S-ALD system"", 'TFS200', 'lateral-flow-type plasma-enhanced ALD (PEALD) system']",,
processParameters.substrate,6,7,6,"['Glass', 'Si(100)', 'Si(100) with a native oxide layer', 'SiO2-buffered substrate', 'highly boron-doped polished Silicon (Si) wafers', 'silicon and thermally oxidized silicon dioxide (100 nm) wafers']",,
