property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,2,2,1,['ZnO'],,
aldSystem.aldMethod.[0].method,2,2,1,['PEALD'],,
aldSystem.materialDeposited,2,2,1,['ZnO'],,
materialProperties.chemicalComposition,2,2,1,['ZnO'],,
materialProperties.crystallinity.characterizationMethod,2,2,1,['XRD'],,
materialProperties.crystallinity.phase,2,2,2,"['amorphous', 'polycrystalline']",,
materialProperties.electricalProperties.characterizationMethod,2,2,1,['Hall measurements'],,
materialProperties.electricalProperties.resistivity.quantityValue.numericValue,2,2,0,[],5.0,45.0
materialProperties.filmComposition.atomicRatio.characterizationMethod,2,2,1,['XPS'],,
materialProperties.filmComposition.atomicRatio.elements,2,4,2,"['O', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,2,2,1,['1:1'],,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,2,2,1,['XPS'],,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,2,2,0,[],1.0,99.0
materialProperties.filmDensity.characterizationMethod,1,1,1,['ellipsometry'],,
materialProperties.opticalProperties.characterizationMethod,2,2,2,"['Spectroscopic ellipsometry', 'spectroscopic ellipsometry']",,
materialProperties.opticalProperties.refractiveIndex.quantityValue.numericValue,2,2,0,[],2.0,2.0
materialProperties.roughness.characterizationMethod,2,2,1,['AFM'],,
materialProperties.roughness.value.quantityValue.numericValue,2,2,0,[],1.9,2.0
otherAspects.filmStability,1,1,0,[],1.0,1.0
otherAspects.reproducibility,1,1,0,[],1.0,1.0
processParameters.deliveryMethod,1,1,1,['showerhead'],,
processParameters.plasmaPower.quantityValue.numericValue,2,2,0,[],100.0,100.0
processParameters.pressure.quantityValue.numericValue,2,2,0,[],400.0,400.0
processParameters.reactor.name,2,2,2,"['parallel plate, capacitively coupled system', 'parallel plate, capacitively-coupled system']",,
processParameters.substrate,2,2,2,"['Si wafers treated with an HF dip', 'Silicon wafers']",,
processParameters.temperature.quantityValue.numericValue,2,2,0,[],25.0,120.0
processParameters.thicknessControl.dosingTime.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,2,2,0,[],80.0,100.0
processParameters.thicknessControl.flowRates.[0].coReactantFlow.quantityValue.numericValue,2,2,0,[],80.0,80.0
processParameters.thicknessControl.flowRates.[0].compound,2,2,1,['ZnO'],,
processParameters.thicknessControl.flowRates.[0].precursorFlow.quantityValue.numericValue,1,1,0,[],15.0,15.0
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,2,2,0,[],80.0,100.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,2,2,1,['ZnO'],,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,2,2,0,[],1.35,2.9
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,1,1,0,[],10.0,10.0
processParameters.thicknessControl.purgeTime.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,1,1,0,[],10.0,10.0
processParameters.thicknessControl.saturation,2,2,0,[],1.0,1.0
reactantSelection.carrierGas,2,2,2,"['Ar', 'Argon (Ar)']",,
reactantSelection.coReactant.[0].coReactant,2,2,2,"['O2', 'Oxygen (O2)']",,
reactantSelection.coReactant.[0].compound,2,2,1,['ZnO'],,
reactantSelection.precursor.[0].compound,2,2,1,['ZnO'],,
reactantSelection.precursor.[0].precursor,2,2,2,"['Dimethyl Zinc (DMZ)', 'dimethyl zinc (DMZ)']",,
reactantSelection.purgingGas,1,1,1,['Oxygen (O2)'],,
