property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,1,1,['ZnO'],,
aldSystem.aldMethod.[0].method,1,1,1,['TALD'],,
aldSystem.materialDeposited,1,1,1,['ZnO'],,
materialProperties.chemicalComposition,1,1,1,['ZnO'],,
materialProperties.crystallinity.characterizationMethod,1,1,1,['XRD'],,
materialProperties.crystallinity.phase,1,1,1,['polycrystalline'],,
materialProperties.electricalProperties.carrierDensity.quantityValue.numericValue,1,1,0,[],4.08e+16,4.08e+16
materialProperties.electricalProperties.characterizationMethod,1,1,1,['Four-point probe and Hall measurements'],,
materialProperties.electricalProperties.resistivity.quantityValue.numericValue,1,1,0,[],56.66,56.66
materialProperties.filmComposition.atomicRatio.characterizationMethod,1,1,1,['XPS'],,
materialProperties.filmComposition.atomicRatio.elements,1,2,2,"['O', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,1,1,1,['0.96:1'],,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,1,1,1,['XPS'],,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,1,1,0,[],0.96,0.96
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,1,1,0,[],3.3,3.3
materialProperties.opticalProperties.characterizationMethod,1,1,1,['Tauc plot'],,
materialProperties.roughness.characterizationMethod,1,1,1,['TEM'],,
materialProperties.roughness.value.quantityValue.numericValue,1,1,0,[],30.0,30.0
otherAspects.filmStability,1,1,0,[],1.0,1.0
otherAspects.reproducibility,1,1,0,[],1.0,1.0
otherAspects.safety,1,1,1,['Standard safety protocols for handling DEZ and O2'],,
processParameters.pressure.quantityValue.numericValue,1,1,0,[],30.0,30.0
processParameters.reactor.manufacturer,1,1,1,['Beneq'],,
processParameters.reactor.name,1,1,1,['TFS-200'],,
processParameters.substrate,1,1,1,"['Si(100) wafer, nickel-coated']",,
processParameters.temperature.quantityValue.numericValue,1,1,0,[],180.0,180.0
processParameters.thicknessControl.dosingTime.[0].coReactant.quantityValue.numericValue,1,1,0,[],0.1,0.1
processParameters.thicknessControl.dosingTime.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,1,1,0,[],0.1,0.1
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,1,1,0,[],1000.0,1000.0
processParameters.thicknessControl.flowRates.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,1,1,0,[],1000.0,1000.0
processParameters.thicknessControl.growthPerCycle.numberofCycles.quantityValue.numericValue,1,1,0,[],5000.0,5000.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,1,1,0,[],1.94,1.94
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,1,1,0,[],10.0,10.0
processParameters.thicknessControl.purgeTime.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,1,1,0,[],5.0,5.0
processParameters.thicknessControl.saturation,1,1,0,[],1.0,1.0
reactantSelection.carrierGas,1,1,1,['Argon'],,
reactantSelection.coReactant.[0].coReactant,1,1,1,['H2O'],,
reactantSelection.coReactant.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].precursor,1,1,1,['DEZ (Zn(C2H5)2)'],,
reactantSelection.purgingGas,1,1,1,['Argon'],,
