property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,1,1,['ZnO'],,
aldSystem.aldMethod.[0].method,1,1,1,['TALD'],,
aldSystem.materialDeposited,1,1,1,['ZnO'],,
materialProperties.chemicalComposition,1,1,1,['ZnO'],,
materialProperties.crystallinity.characterizationMethod,1,1,1,['XRD'],,
materialProperties.crystallinity.phase,1,1,1,['polycrystalline'],,
materialProperties.electricalProperties.carrierDensity.quantityValue.numericValue,1,1,0,[],1e+19,1e+19
materialProperties.electricalProperties.characterizationMethod,1,1,1,['XPS'],,
materialProperties.filmComposition.atomicRatio.characterizationMethod,1,1,1,['XPS'],,
materialProperties.filmComposition.atomicRatio.elements,1,2,2,"['O', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,1,1,1,['1:1'],,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,1,1,1,['XPS'],,
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,1,1,0,[],3.2,3.2
materialProperties.opticalProperties.characterizationMethod,1,1,1,['Tauc plot'],,
processParameters.pressure.quantityValue.numericValue,1,1,0,[],0.5,0.5
processParameters.reactor.name,1,1,1,"['Atomic Classic, CN-1']",,
processParameters.substrate,1,1,1,['bare silicon'],,
processParameters.temperature.quantityValue.numericValue,1,1,0,[],200.0,200.0
processParameters.thicknessControl.dosingTime.[0].coReactant.quantityValue.numericValue,1,1,0,[],2.0,2.0
processParameters.thicknessControl.dosingTime.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,1,1,0,[],10.0,10.0
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,1,1,0,[],40.0,40.0
processParameters.thicknessControl.flowRates.[0].coReactantFlow.quantityValue.numericValue,1,1,0,[],0.0,0.0
processParameters.thicknessControl.flowRates.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.flowRates.[0].precursorFlow.quantityValue.numericValue,1,1,0,[],30.0,30.0
processParameters.thicknessControl.flowRates.[0].purgingGasFlow.quantityValue.numericValue,1,1,0,[],30.0,30.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,1,1,0,[],1.25,1.25
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,1,1,0,[],20.0,20.0
processParameters.thicknessControl.purgeTime.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,1,1,0,[],20.0,20.0
processParameters.thicknessControl.saturation,1,1,0,[],1.0,1.0
reactantSelection.carrierGas,1,1,1,['Argon'],,
reactantSelection.coReactant.[0].coReactant,1,1,1,['H2O2'],,
reactantSelection.coReactant.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].precursor,1,1,1,['[EtZn(damp)]2'],,
reactantSelection.purgingGas,1,1,1,['Argon'],,
