property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,57,71,13,"['Al2O3', 'HfO2', 'HfOx', 'IGZO', 'In', 'In-Ga-O', 'In2O3', 'InGaZnO', 'InO', 'InOx', 'SiO2', 'Te', 'ZnO']",,
aldSystem.aldMethod.[0].method,57,71,3,"['PEALD', 'SALD', 'TALD']",,
aldSystem.aldMethod.[1].compound,43,54,17,"['AZO', 'Al2O3', 'Ga2O3', 'GaO', 'GaOx', 'GaZnO', 'HfAlOx', 'HfLaO', 'HfO2', 'HfOx', 'IGO', 'IGZO', 'InGaZnO', 'TeO2', 'Zn', 'Zn-O', 'ZnO']",,
aldSystem.aldMethod.[1].method,43,54,2,"['PEALD', 'TALD']",,
aldSystem.aldMethod.[2].compound,33,38,12,"['AZO', 'Al2O3', 'AlOx', 'Ga', 'Ga2O3', 'GaO', 'IGZO', 'IZO', 'In2O3', 'SiO2', 'ZnO', 'ZnOx']",,
aldSystem.aldMethod.[2].method,33,38,2,"['PEALD', 'TALD']",,
aldSystem.aldMethod.[3].compound,2,2,2,"['IGZO', 'ZnOx']",,
aldSystem.aldMethod.[3].method,2,2,1,['TALD'],,
aldSystem.aldMethod.[4].compound,1,1,1,['SiO2'],,
aldSystem.aldMethod.[4].method,1,1,1,['TALD'],,
aldSystem.materialDeposited,58,72,9,"['Al2O3', 'IGO', 'IGZO', 'In0.52Ga0.18Zn0.30O', 'InGaZnO', 'InGaZnOx', 'InO', 'SiO2', 'TeO2/Te']",,
deviceProperties.deviceStructure,44,58,21,"['2D planar and three-layer stacked 3D NAND', 'SA coplanar structure', 'TG-BC IGZO TFT', 'Top-gate staggered', 'Vertical Channel-All-Around (CAA) IGZO FET with Recessed Source/Drain Structure', 'back-gate', 'bottom gate', 'bottom-gate', 'bottom-gate bottom-contact', 'bottom-gate top-contact', 'coplanar, bottom-gate', 'dual-gate', 'glass/ITO/SiO2/IGZO/ITO', 'top gate staggered structure', 'top-gate', 'top-gate bottom-contact', 'top-gate bottom-contact (TG-BC)', 'top-gate bottom-contact (TGBC)', 'top-gate-bottom-contact', 'vertical channel-all-around (CAA)', 'vertical channel-all-around thin-film transistor (TFT)']",,
deviceProperties.fieldEffectMobility.quantityValue.numericValue,46,60,0,[],0.003,245.0
deviceProperties.onOffRatio.quantityValue.numericValue,25,29,0,[],0.9,100000000000.0
deviceProperties.subthresholdSwing.quantityValue.numericValue,47,60,0,[],0.09,280.0
deviceProperties.thresholdVoltage.quantityValue.numericValue,46,60,0,[],-25.0,25.0
materialProperties.chemicalComposition,54,68,8,"['Al2O3', 'IGO', 'In0.52Ga0.18Zn0.30O', 'InGaO', 'InGaZnO', 'InGaZnOx', 'SiO2', 'TeO2/Te']",,
materialProperties.conformality.aspectRatio.quantityValue.numericValue,9,9,0,[],0.0,10.0
materialProperties.crystallinity.characterizationMethod,27,32,8,"['GIXRD', 'Raman', 'TEM', 'X-ray diffraction (XRD)', 'XPS', 'XRD', 'XRR', 'grazing incidence X-ray diffraction (GI-XRD)']",,
materialProperties.crystallinity.phase,33,44,5,"['Cubic', 'amorphous', 'cubic', 'nanocrystalline', 'polycrystalline']",,
materialProperties.electricalProperties.carrierDensity.quantityValue.numericValue,16,20,0,[],0.9,5.6e+20
materialProperties.electricalProperties.characterizationMethod,19,23,6,"['Electrical characterization in air at room temperature', 'HP 4284A semiconductor analyzer', 'Hall measurements', 'Hall-effect measurement', 'XPS', 'semiconductor parameter analyzer']",,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,38,44,0,[],2.5,245.0
materialProperties.electricalProperties.resistivity.quantityValue.numericValue,7,8,0,[],0.000288,0.9
materialProperties.filmComposition.atomicRatio.characterizationMethod,38,52,13,"['EDS', 'ICP-MS', 'RBS', 'X-ray fluorescence (XRF)', 'X-ray fluorescence analysis', 'X-ray photoelectron spectroscopy (XPS)', 'XPS', 'XPS Depth Profile Analysis', 'XPS depth profiling', 'XRD', 'XRF', 'XRF analysis', 'energy-dispersive X-ray fluorescence spectrometry (ED-XRF)']",,
materialProperties.filmComposition.atomicRatio.elements,56,210,8,"['Al', 'Ga', 'In', 'N', 'O', 'Si', 'Te', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,50,64,44,"['0.17:0.45:0.38', '0.22:0.25:0.53', '0.24:0.58:0.18', '0.25:0.26:0.49', '0.31:0.18:0.51', '0.38:0.18:0.44', '0.42:0.15:0.43', '0.45:0.15:0.40', '0.52:0.18:0.30', '0.56-0.63:0.13-0.17:0.17-0.34', '0.71:1:1', '0.7:1.0:1.4', '1.0:0.5:0.2', '1.0:0.7:1.5', '1.0:1.0:1.1', '1.0:1.1:2.3', '1.0:2.8:5.4', '1.36:1.0:1.3', '1.4:1.0:2.0', '1.4:1:1.6', '10:4:5', '12:1:1', '1:1.53', '1:1:1', '1:1:1:4', '1:1:3', '1:2.1:3.9', '2.55:1.0:1.39', '2.8:1.7:1', '20:8:72', '2:1:1.3', '33.9:65.3:0.8', '34.0:64.0:2.0', '34.2:65.1:0.7', '34.6:63.2:2.2', '34.8:63.6:1.6', '3:1', '3:1:1', '4.1:0.7:1.0', '40.36:36.66:22.98', '4:1', '50:34:16', '5:1:3', '7:1:1']",,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,46,60,14,"['EDS', 'EDX', 'ICP-MS', 'RBS and ERD analysis', 'RBS, ERD', 'RBS/ERD', 'X-ray fluorescence (XRF)', 'X-ray fluorescence analysis', 'X-ray photoelectron spectroscopy (XPS)', 'XPS', 'XPS Depth Profile Analysis', 'XRF', 'XRF analysis', 'energy-dispersive X-ray fluorescence spectrometry (ED-XRF)']",,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,18,27,0,[],0.0,100.0
materialProperties.filmDensity.characterizationMethod,15,20,2,"['X-ray reflectometry (XRR)', 'XRR']",,
materialProperties.filmDensity.value.quantityValue.numericValue,16,21,0,[],0.0,6.89
materialProperties.opticalProperties.absorptionCoefficient.quantityValue.numericValue,4,4,0,[],0.01,0.9
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,12,14,0,[],2.67,8.9
materialProperties.opticalProperties.characterizationMethod,15,19,7,"['DFT', 'Spectroscopic ellipsometry', 'Tauc plot', 'UV-Vis', 'spectroscopic ellipsometer', 'spectroscopic ellipsometry', 'spectroscopic ellipsometry (SE)']",,
materialProperties.opticalProperties.refractiveIndex.quantityValue.numericValue,7,9,0,[],1.46,12.4
materialProperties.roughness.characterizationMethod,25,33,6,"['AFM', 'Atomic Force Microscopy (AFM)', 'GIXRR', 'TEM', 'XRR', 'atomic force microscopy (AFM)']",,
materialProperties.roughness.value.quantityValue.numericValue,20,28,0,[],0.0,1.1
materialProperties.uniformity.variation.quantityValue.numericValue,11,13,0,[],0.0,10.0
otherAspects.filmStability,35,46,0,[],1.0,1.0
otherAspects.reproducibility,35,46,0,[],1.0,1.0
otherAspects.safety,4,4,4,"['Standard laboratory safety procedures for handling chemicals like Te(SiMe3)2 and Te(OEt)4.', 'Standard safety protocols for handling organometallic precursors and O2 plasma.', 'Standard safety protocols for handling ozone and BTBAS.', 'Standard safety protocols for handling ozone and metal-organic precursors.']",,
processParameters.deliveryMethod,5,7,5,"['ALD supercycle method', 'Ar carrier gas at a flow rate of 25 sccm', 'Coinjection of vaporized metal precursors', 'bypass-type', 'supercycle method']",,
processParameters.plasmaPower.quantityValue.numericValue,15,22,0,[],38.0,2500.0
processParameters.pressure.quantityValue.numericValue,18,25,0,[],1e-05,760.0
processParameters.reactor.manufacturer,13,17,11,"['Beneq', 'CN1 Co., Ltd.', 'CN1 Co., Ltd., Korea', 'ISAC Research Inc.', 'MOMAN', 'NCD Co., Ltd.', 'Nexusbe Co.', 'Nexusbe Inc.', 'Picosun, Finland', 'SENTECH Instruments GmbH', 'Shanghai Atomic Semiconductor Co.,Ltd.']",,
processParameters.reactor.name,16,20,15,"[""6 ' × 6 ' S-ALD system"", 'CCPRIE', 'IC-100', 'Lucida GD series batch type ALD system', 'MNT-D', 'R200 advanced', 'SI PEALD reactor', 'TFS-200', 'TFS200', 'Traveling-wave-type ALD apparatus', 'lateral-flow-type PEALD system', 'lateral-flow-type plasma-enhanced ALD (PEALD) system', 'traveling-wave-type ALD apparatus', 'travelling wave type ALD apparatus', 'vertical flow-type ALD chamber']",,
