property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,3,1,['ZnO'],,
aldSystem.aldMethod.[0].method,1,3,1,['TALD'],,
aldSystem.materialDeposited,1,3,1,['ZnO'],,
materialProperties.chemicalComposition,1,3,1,['ZnO'],,
processParameters.reactor.manufacturer,1,3,1,"['Microchemistry, Ltd.']",,
processParameters.reactor.name,1,3,1,"[""prototype F-450, traveling-wave type hot wall reactor for substrate as large as 12'' × 16''""]",,
processParameters.substrate,1,3,1,['200 nm Al2O3-coated Si wafer'],,
processParameters.temperature.quantityValue.numericValue,1,3,0,[],180.0,180.0
reactantSelection.coReactant.[0].coReactant,1,3,2,"['H2O', 'O2']",,
reactantSelection.coReactant.[0].compound,1,3,1,['ZnO'],,
reactantSelection.coReactant.[1].coReactant,1,2,2,"['H2O', 'O2']",,
reactantSelection.coReactant.[1].compound,1,2,1,['ZnO'],,
reactantSelection.precursor.[0].compound,1,3,1,['ZnO'],,
reactantSelection.precursor.[0].precursor,1,3,1,['DEZ (diethylzinc)'],,
reactantSelection.purgingGas,1,3,1,['N2'],,
