property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,4,5,2,"['Al2O3', 'ZnO']",,
aldSystem.aldMethod.[0].method,4,5,2,"['PEALD', 'TALD']",,
aldSystem.aldMethod.[1].compound,1,1,1,['ZnO'],,
aldSystem.aldMethod.[1].method,1,1,1,['PEALD'],,
aldSystem.materialDeposited,4,5,2,"['ZnO', 'ZnO; Al2O3']",,
deviceProperties.deviceStructure,3,3,3,"['Bottom Pt gate / 15 nm Al0.88B0.12N ferroelectric / 3 nm Al2O3 interlayer / 11 nm ZnO channel; Ti (or Mo) source-drain contacts', 'Cu/ZnO(H2O)/Si (Cu top electrode, 200 μm diameter, ~100 nm thickness)', 'Piezoelectric lateral-conductivity pressure sensor on Si3N4 membrane (h-MIM lateral pads with indium contacts)']",,
deviceProperties.onOffRatio.quantityValue.numericValue,1,1,0,[],1000.0,1000.0
deviceProperties.thresholdVoltage.quantityValue.numericValue,1,1,0,[],-5.4,-5.4
materialProperties.chemicalComposition,3,4,1,['ZnO'],,
materialProperties.crystallinity.characterizationMethod,3,4,3,"['XRD (2\x03)', 'XRD (grazing-incidence and symmetrical scans; omega scans)', 'XRD and TEM']",,
materialProperties.crystallinity.phase,3,4,3,"['c-axis oriented wurtzite', 'polycrystalline, 002 textured (preferred orientation)', 'polycrystalline, c-axis preferred orientation (002)']",,
materialProperties.filmComposition.atomicRatio.characterizationMethod,1,2,1,['AES depth profile'],,
materialProperties.filmComposition.atomicRatio.elements,3,6,3,"['Not Found', 'O', 'Zn']",,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,1,2,1,['AES depth profile'],,
materialProperties.filmDensity.characterizationMethod,1,1,1,['ellipsometry'],,
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,1,1,0,[],3.2,3.2
materialProperties.opticalProperties.characterizationMethod,1,1,1,['ellipsometry / UV-Vis (ellipsometry reported in Experimental)'],,
materialProperties.roughness.characterizationMethod,1,2,1,['AFM'],,
processParameters.reactor.manufacturer,2,3,2,"['Beneq', 'Ever-tek']",,
processParameters.reactor.name,2,3,2,"['Plus-100', 'TFS-200']",,
processParameters.substrate,4,5,4,"['300 mm silicon wafers', 'Four-inch-diameter Si wafers with a 200-nm-thick SiO2 layer', 'N-type Si substrate, <100> crystal orientation', 'Si3N4 membrane (500 x 500 μm^2, 200 nm thickness) provided by Agar Scientific Ltd.']",,
processParameters.temperature.quantityValue.numericValue,4,5,0,[],70.0,250.0
processParameters.thicknessControl.dosingTime.[0].coReactant.quantityValue.numericValue,1,1,0,[],1000.0,1000.0
processParameters.thicknessControl.dosingTime.[0].compound,1,2,1,['ZnO'],,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,1,2,0,[],1000.0,1000.0
processParameters.thicknessControl.flowRates.[0].compound,1,2,1,['ZnO'],,
processParameters.thicknessControl.flowRates.[0].purgingGasFlow.quantityValue.numericValue,1,2,0,[],900.0,900.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,1,2,1,['ZnO'],,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,1,2,0,[],1.9,1.9
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,1,2,0,[],5000.0,5000.0
processParameters.thicknessControl.purgeTime.[0].compound,1,2,1,['ZnO'],,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,1,2,0,[],5000.0,5000.0
processParameters.thicknessControl.saturation,1,2,0,[],1.0,1.0
reactantSelection.carrierGas,1,2,1,['No carrier gas used for DEZ delivery; O2/N2 (1000 sccm/10 sccm) used to generate O3'],,
reactantSelection.coReactant.[0].coReactant,4,5,4,"['CO2', 'H2O', 'H2O (water)', 'O3']",,
reactantSelection.coReactant.[0].compound,4,5,2,"['Al2O3', 'ZnO']",,
reactantSelection.coReactant.[1].coReactant,3,3,3,"['N2O', 'O3', 'O3 (ozone)']",,
reactantSelection.coReactant.[1].compound,3,3,1,['ZnO'],,
reactantSelection.precursor.[0].compound,4,5,2,"['Al2O3', 'ZnO']",,
reactantSelection.precursor.[0].precursor,4,5,4,"['Diethylzinc (DEZn)', 'Trimethylaluminum (TMA)', 'Zn(C2H5)2 (DEZ)', 'diethylzinc (DEZ)']",,
reactantSelection.precursor.[1].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[1].precursor,1,1,1,['Diethylzinc (DEZ)'],,
reactantSelection.purgingGas,1,2,1,['Ar'],,
