property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,101,199,16,"['Al2O3', 'Alumina', 'HfO2', 'Pd', 'Pt', 'TiO2', 'W', 'Zn(O,S)', 'ZnO', 'ZnO:Al', 'ZnO:N', 'ZnS', 'ZrO2', 'aluminum oxide (Al2O3)', 'indium sulfide (In2S3)', 'zinc oxysulfide (Zn(O,S))']",,
aldSystem.aldMethod.[0].method,101,199,5,"['FEBALD', 'LEALD', 'PEALD', 'SALD', 'TALD']",,
aldSystem.aldMethod.[1].compound,21,31,8,"['Al', 'Al2O3', 'Indium sulfide', 'MgO', 'Platinum', 'ZnO', 'ZnO:Al', 'ZnS']",,
aldSystem.aldMethod.[1].method,21,31,2,"['SALD', 'TALD']",,
aldSystem.aldMethod.[2].compound,4,7,4,"['TiO2', 'Zn1-xMgxO', 'ZnO', 'ZnO:Al']",,
aldSystem.aldMethod.[2].method,4,7,1,['TALD'],,
aldSystem.materialDeposited,101,199,31,"['Al doped ZnO (AZO)', 'Al-doped ZnO', 'Al2O3', 'Al2O3 / ZnO / TiO2', 'Al2O3 and ZnO', 'Al2O3/ZnO ALD alloys', 'HfO2', 'Pd (on Al2O3 and ZnO supports)', 'Platinum', 'Pt', 'TiO2', 'W', 'Zn(O,S)', 'Zn1-xMgxO', 'ZnO', 'ZnO (including Ga-doped ZnO); Al2O3 buffer layers', 'ZnO (with Al2O3 seed layer)', 'ZnO and Al2O3', 'ZnO and In S3', 'ZnO, Al2O3, ZnO:Al', 'ZnO/Al2O3', 'ZnO/Al2O3 multilayers', 'ZnO:Al', 'ZnO:N', 'ZnO; Al-doped ZnO; SiO-ZnO nanocomposite', 'ZnO; ZnS (interfacial passivation layers)', 'ZnS', 'ZrO2', 'aluminum oxide (Al2O3)', 'indium sulfide (In2S3)', 'zinc oxysulfide (Zn(O,S))']",,
deviceProperties.deviceStructure,24,47,23,"['CIGS / In S3 ALE / ZnO ALE cell', 'CIS solar cell (glass/Mo substrate)', 'CIS solar cell with ALE-deposited ZnO:Al top layer', 'Capacitive rf MEMS shunt switch with gold bridge on r-plane sapphire substrate; ALD dielectric-coated', 'Dye-sensitized solar cell (photoanode: ZnO-coated aerogel on FTO)', 'Evaporated Cr (13 nm) / Au (100 nm) electrodes on Si substrate with 100 nm SiO2; electrode length 1.0 cm, spacing 0.3 cm (used for in situ conductance measurements)', 'MIS capacitors with 100-nm TiN top electrodes; In-Ga eutectic backside contact', 'MSM photodetector with interdigital Au electrodes', 'SLG/Mo/CIGS/buffer/ZnO/ZnO:Al (buffer = ALD-Zn1-xMgxO or CBD-CdS)', 'SLG/Mo/Cu(In,Ga)Se2 (CIGS)/buffer/ZnO/ZnO:Al', 'Sensor device with Ni (~500 nm)/Au (~50 nm) electrodes sputtered on TiO2-ZnO core-shell nanofibers', 'Thin film transistor (ZnO with Ag contacts)', 'Thin film transistors (ZnO and silver) / Schottky junction', 'Two evaporated metal electrodes (Au/Cr) on Si/SiO2; measurements with Keithley 2602 and four-point-probe', 'ZnO/CuI/Alq3/PEGDE/Al', 'bottom gate-bottom contact, inverted coplanar', 'bottom-gate', 'bottom-gate thin-film transistor with aluminum source/drain contacts', 'inverted staggered (bottom gate, top contact)', 'inverted staggered-type TFT (bottom gate, top contact)', 'inverted transparent OLED with AZO electrodes', 'n-ZnO/p-GaN heterojunction LED', 'soda-lime glass / Mo / CIGS / CIGSS / n-ZnO / i-ZnO / Al']",,
deviceProperties.fieldEffectMobility.quantityValue.numericValue,6,11,0,[],0.72,15.0
deviceProperties.onOffRatio.quantityValue.numericValue,8,18,0,[],10.0,100000000.0
deviceProperties.subthresholdSwing.quantityValue.numericValue,5,9,0,[],300.0,1700.0
deviceProperties.thresholdVoltage.quantityValue.numericValue,6,12,0,[],0.8,20.0
materialProperties.chemicalComposition,90,179,31,"['Al doped ZnO (AZO)', 'Al-doped ZnO', 'Al2O3', 'Al2O3/ZnO', 'Al2O3/ZnO -> ZnAl2O4 after annealing (spinell formation observed)', 'Bi2O3-core/ZnO-shell', 'HfO2', 'In S3; ZnO', 'In2S3', 'Pd', 'Pt', 'TiO2', 'TiO2-ZnO', 'Zn(O,S)', 'Zn1-xMgxO', 'ZnO', 'ZnO (B-doped)', 'ZnO (Ga-doped)', 'ZnO (nitrogen-doped)', 'ZnO (with Al2O3 seed layer)', 'ZnO and Al2O3', 'ZnO on MgO', 'ZnO on SiO2', 'ZnO on TiO2', 'ZnO-ZnS (core-shell) / ZnO', 'ZnO/Al2O3 alloy', 'ZnO:Al', 'ZnO:N', 'ZnO; Al-doped ZnO; SiO-ZnO nanocomposite', 'ZnS', 'ZrO2']",,
materialProperties.conformality.aspectRatio.quantityValue.numericValue,6,11,0,[],4.1666666667,220000.0
materialProperties.crystallinity.characterizationMethod,78,151,37,"['2D-XRD', 'EXAFS, TEM', 'FTIR (transmission FTIR)', 'GIXRD', 'GIXRD, TEM', 'GIXRD, TEM, XPS', 'GIXRD; HRTEM', 'Grazing incidence XRD (GI-XRD)', 'HRTEM and selected-area diffraction (SAD)', 'HRTEM/TEM', 'Raman, photoluminescence (PL), TEM', 'SAED / TEM', 'SEM', 'TEM', 'TEM (HRTEM)', 'TEM and selected area diffraction (SAED)', 'X-ray diffraction (XRD)', 'X-ray diffractometry (XRD)', 'XRD', 'XRD (Cu K\x03b1)', 'XRD (Cu-Kα1)', ""XRD (X'Pert MPD diffractometer)"", 'XRD (described qualitatively in text)', 'XRD (out-of-plane and GI-XRD)', ""XRD / HR XRD (X'Pert MPD, X'Pert MRD). Rocking curve FWHM (00.2) = 250 arcsec for DEZn"", ""XRD / HR XRD (X'Pert MPD, X'Pert MRD). Rocking curve FWHM (00.2) = 335 arcsec for DMZn"", 'XRD / HRXRD', 'XRD and Raman', 'XRD and TEM', 'XRD, GIXRD', 'XRD, HRTEM', 'XRD, HRTEM, SAED', 'XRD, SAED, lattice-resolved TEM', 'XRD, TEM', 'XRD, XRC, TEM', 'in situ x-ray scattering / x-ray reflectivity', 'photoluminescence (PL)']",,
