property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,3,1,['ZnO'],,
aldSystem.aldMethod.[0].method,1,3,1,['TALD'],,
aldSystem.materialDeposited,1,3,1,['ZnO'],,
materialProperties.chemicalComposition,1,3,1,['ZnO'],,
materialProperties.crystallinity.characterizationMethod,1,3,1,['XRD'],,
materialProperties.crystallinity.phase,1,3,1,['hexagonal wurtzite'],,
materialProperties.electricalProperties.carrierDensity.quantityValue.numericValue,1,3,0,[],9.4e+21,3.4e+25
materialProperties.electricalProperties.characterizationMethod,1,3,1,['Hall effect (Ecopia HMS-3000)'],,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,1,3,0,[],1.1,19.0
materialProperties.electricalProperties.resistivity.quantityValue.numericValue,1,3,0,[],9.7e-05,1.1
materialProperties.filmComposition.atomicRatio.elements,1,6,2,"['O', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,1,3,1,['1:1'],,
materialProperties.roughness.characterizationMethod,1,3,1,['AFM'],,
materialProperties.roughness.value.quantityValue.numericValue,1,3,0,[],1.92,4.3
processParameters.pressure.quantityValue.numericValue,1,3,0,[],0.4,0.4
processParameters.reactor.manufacturer,1,3,1,['Cambridge NanoTech'],,
processParameters.reactor.name,1,3,1,['Savannah 100'],,
processParameters.substrate,1,3,1,['c-face sapphire (c-Al2O3)'],,
processParameters.supercycleDesign.numberofSubcycles.[0].compound,1,3,1,['O3'],,
processParameters.supercycleDesign.numberofSubcycles.[0].count.quantityValue.numericValue,1,3,0,[],0.0,3.0
processParameters.supercycleDesign.subcycleSequence,1,9,3,"['DEZn', 'H2O', 'O3']",,
processParameters.temperature.quantityValue.numericValue,1,3,0,[],180.0,180.0
processParameters.thicknessControl.dosingTime.[0].compound,1,3,1,['H2O'],,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,1,3,0,[],10.0,10.0
processParameters.thicknessControl.dosingTime.[1].compound,1,3,1,['O3'],,
processParameters.thicknessControl.dosingTime.[1].precursor.quantityValue.numericValue,1,3,0,[],500.0,500.0
processParameters.thicknessControl.dosingTime.[2].compound,1,3,1,['DEZn'],,
processParameters.thicknessControl.dosingTime.[2].precursor.quantityValue.numericValue,1,3,0,[],15.0,15.0
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,1,3,0,[],85.0,85.0
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,1,3,0,[],5000.0,5000.0
processParameters.thicknessControl.purgeTime.[0].compound,1,3,1,['ALD cycle'],,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,1,3,0,[],5000.0,5000.0
processParameters.thicknessControl.saturation,1,3,0,[],1.0,1.0
reactantSelection.carrierGas,1,3,1,['N2'],,
reactantSelection.coReactant.[0].coReactant,1,3,1,['O3'],,
reactantSelection.coReactant.[0].compound,1,3,1,['ZnO'],,
reactantSelection.coReactant.[1].coReactant,1,3,1,['H2O'],,
reactantSelection.coReactant.[1].compound,1,3,1,['ZnO'],,
reactantSelection.precursor.[0].compound,1,3,1,['ZnO'],,
reactantSelection.precursor.[0].precursor,1,3,1,"['DEZn (diethyl zinc, Zn(C2H5)2)']",,
reactantSelection.precursor.[1].compound,1,3,1,['ZnO'],,
reactantSelection.precursor.[1].precursor,1,3,1,['H2O (deionized water)'],,
reactantSelection.precursor.[2].compound,1,3,1,['ZnO'],,
reactantSelection.precursor.[2].precursor,1,3,1,['O3 (ozone)'],,
reactantSelection.purgingGas,1,3,1,['N2'],,
