property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,3,1,['Al2O3'],,
aldSystem.aldMethod.[0].method,1,3,1,['SALD'],,
aldSystem.aldMethod.[1].compound,1,3,1,['ZnO'],,
aldSystem.aldMethod.[1].method,1,3,1,['SALD'],,
aldSystem.materialDeposited,1,3,1,['ZnO'],,
deviceProperties.deviceStructure,1,3,1,['bottom-gate'],,
deviceProperties.fieldEffectMobility.quantityValue.numericValue,1,3,0,[],12.5,20.0
deviceProperties.onOffRatio.quantityValue.numericValue,1,3,0,[],100000000.0,100000000.0
deviceProperties.thresholdVoltage.quantityValue.numericValue,1,3,0,[],4.8,4.8
materialProperties.chemicalComposition,1,3,1,['ZnO'],,
materialProperties.crystallinity.characterizationMethod,1,3,1,"['TEM, XRD']",,
materialProperties.crystallinity.phase,1,3,1,['microcrystalline; primarily (100) orientation'],,
otherAspects.filmStability,1,3,0,[],1.0,1.0
otherAspects.reproducibility,1,3,0,[],1.0,1.0
processParameters.substrate,1,3,1,['glass (coated with chromium or ITO)'],,
processParameters.temperature.quantityValue.numericValue,1,3,0,[],200.0,200.0
reactantSelection.carrierGas,1,3,1,['nitrogen'],,
reactantSelection.coReactant.[0].coReactant,1,3,1,"['water, oxygen, H2O2']",,
reactantSelection.coReactant.[0].compound,1,3,1,['Al2O3'],,
reactantSelection.coReactant.[1].coReactant,1,3,1,"['NH3, water, oxygen']",,
reactantSelection.coReactant.[1].compound,1,3,1,['ZnO'],,
reactantSelection.precursor.[0].compound,1,3,1,['Al2O3'],,
reactantSelection.precursor.[0].precursor,1,3,1,['trimethylaluminum'],,
reactantSelection.precursor.[1].compound,1,3,1,['ZnO'],,
reactantSelection.precursor.[1].precursor,1,3,1,['diethylzinc'],,
reactantSelection.purgingGas,1,3,1,['nitrogen'],,
