property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,1,1,['ZnO'],,
aldSystem.aldMethod.[0].method,1,1,1,['LEALD'],,
aldSystem.materialDeposited,1,1,1,['ZnO'],,
materialProperties.chemicalComposition,1,1,1,['ZnO'],,
materialProperties.crystallinity.characterizationMethod,1,1,1,['X-ray diffraction'],,
materialProperties.crystallinity.phase,1,1,1,['polycrystalline'],,
materialProperties.roughness.characterizationMethod,1,1,1,['AFM'],,
materialProperties.roughness.value.quantityValue.numericValue,1,1,0,[],3.0,3.0
processParameters.substrate,1,1,1,['soda lime glass'],,
processParameters.temperature.quantityValue.numericValue,1,1,0,[],430.0,430.0
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,1,1,0,[],50.0,50.0
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,1,1,0,[],50.0,50.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,1,1,0,[],50.0,50.0
processParameters.thicknessControl.saturation,1,1,0,[],0.0,0.0
reactantSelection.coReactant.[0].coReactant,1,1,1,['water vapor'],,
reactantSelection.coReactant.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].precursor,1,1,1,['metallic Zn'],,
