property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,8,12,4,"['ZnO', 'ZnO1-xSx', 'ZnO:Al', 'ZnS']",,
aldSystem.aldMethod.[0].method,8,12,1,['TALD'],,
aldSystem.materialDeposited,8,12,4,"['ZnO', 'ZnO1-xSx', 'ZnO:Al', 'ZnS']",,
deviceProperties.deviceStructure,3,4,3,"['CIS solar cell: ALE-deposited ZnO:Al (800 nm) on top of CIS absorber (device-level metrics reported in text)', 'Pt/ZnO(p)/ZnO(n)/Ti/Au', 'Schottky junction; thin film transistor (ZnO/Ag)']",,
deviceProperties.onOffRatio.quantityValue.numericValue,1,2,0,[],10000000.0,10000000.0
materialProperties.chemicalComposition,7,11,4,"['ZnO', 'ZnO1-xSx', 'ZnO:Al', 'ZnS']",,
materialProperties.crystallinity.characterizationMethod,6,10,3,"['High-resolution X-ray diffraction (HRXRD)', 'Powder X-ray diffraction (XRD)', 'XRD']",,
materialProperties.crystallinity.phase,7,11,7,"['amorphous; polycrystalline; two-phase (composition dependent)', 'cubic (zinc blende)', 'hexagonal (wurtzite)', 'monocrystalline, hexagonal wurtzite; FWHM (00.2) = 250 arcsec', 'monocrystalline, hexagonal wurtzite; FWHM (00.2) = 335 arcsec', 'polycrystalline', 'textured (orientation changes from 100 at low T to 002 at high T)']",,
materialProperties.electricalProperties.carrierDensity.quantityValue.numericValue,1,2,0,[],5e+24,1e+25
materialProperties.electricalProperties.characterizationMethod,4,6,4,"['Hall effect measurements (Van der Pauw configuration)', 'Hall measurements', 'Hall measurements (Van der Pauw)', 'Hall measurements (indium contacts)']",,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,1,2,0,[],32.0,40.0
materialProperties.filmComposition.atomicRatio.characterizationMethod,2,4,2,"['Rutherford backscattering (RBS)', 'XPS']",,
materialProperties.filmComposition.atomicRatio.elements,7,20,5,"['Al', 'Not Found', 'O', 'S', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,2,4,2,"['0.9:1', '1:1']",,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,3,4,3,"['SIMS', 'SIMS; XPS', 'XPS']",,
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,3,6,0,[],3.25,3.6
materialProperties.opticalProperties.characterizationMethod,2,4,2,"['Tauc plot, UV-vis', 'UV-visible absorption (Tauc plot)']",,
materialProperties.roughness.characterizationMethod,3,5,2,"['AFM', 'SEM (Hitachi SU-70)']",,
materialProperties.roughness.value.quantityValue.numericValue,1,2,0,[],1.5,1.5
otherAspects.reproducibility,1,2,0,[],1.0,1.0
processParameters.deliveryMethod,1,2,1,['sequential gas admission using computer-controlled bellows and multiposition valves (trapped-volume expansion)'],,
processParameters.pressure.quantityValue.numericValue,3,4,0,[],3.75e-08,760.0
processParameters.reactor.manufacturer,3,5,4,"['Cambridge NanoTech', 'Cambridge NanoTech Company', 'Microchemistry', 'Microchemistry Ltd.']",,
processParameters.reactor.name,6,10,7,"['F-120', 'Oxford OpAL', 'Savannah 100', 'Savannah-100', 'chemical vapor atomic layer deposition (CVALD) deposition chamber', 'custom built warm wall reactor', 'travelling wave F-120 ALE reactor']",,
