property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,5,1,['ZnO'],,
aldSystem.aldMethod.[0].method,1,5,1,['TALD'],,
aldSystem.materialDeposited,1,5,1,['ZnO'],,
materialProperties.chemicalComposition,1,5,1,['ZnO'],,
materialProperties.crystallinity.characterizationMethod,1,5,1,"['XANES, XRD']",,
materialProperties.filmComposition.atomicRatio.elements,1,5,1,['Not Found'],,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,1,5,1,['XPS (surface)'],,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,1,5,0,[],3.8,3.8
otherAspects.reproducibility,1,5,0,[],1.0,1.0
otherAspects.safety,1,5,1,['Zn(acac)2 is described as nontoxic and stable in air; DEZ (a common Zn precursor) is pyrophoric.'],,
processParameters.deliveryMethod,1,5,1,['vapor-phase: Zn(acac)2 sublimed at 120 °C and carried by N2 into a flow-type powder ALD reactor'],,
processParameters.reactor.manufacturer,1,5,1,['ASM Microchemistry Ltd.'],,
processParameters.reactor.name,1,5,1,"['F-120 (flow-type ALD reactor, powder chamber)']",,
processParameters.substrate,1,5,1,"['mesoporous monoclinic ZrO2 powder (Saint-Gobain, 99.0%, 250-420 μm)']",,
processParameters.temperature.quantityValue.numericValue,1,5,0,[],160.0,240.0
reactantSelection.carrierGas,1,5,1,['N2'],,
reactantSelection.coReactant.[0].coReactant,1,5,1,['synthetic air'],,
reactantSelection.coReactant.[0].compound,1,5,1,['ZnO'],,
reactantSelection.precursor.[0].compound,1,5,1,['ZnO'],,
reactantSelection.precursor.[0].precursor,1,5,1,['Zn(acac)2'],,
reactantSelection.purgingGas,1,5,1,['N2'],,
