property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,1,1,['ZnO'],,
aldSystem.aldMethod.[0].method,1,1,1,['LEALD'],,
aldSystem.materialDeposited,1,1,1,['B-doped ZnO'],,
materialProperties.crystallinity.characterizationMethod,1,1,1,['X-ray diffraction (XRD)'],,
materialProperties.filmComposition.atomicRatio.characterizationMethod,1,1,1,['X-ray diffraction (XRD)'],,
otherAspects.filmStability,1,1,0,[],1.0,1.0
processParameters.substrate,1,1,1,['Corning 7059 glass'],,
processParameters.temperature.quantityValue.numericValue,1,1,0,[],136.0,136.0
reactantSelection.carrierGas,1,1,1,['argon'],,
reactantSelection.coReactant.[0].coReactant,1,1,1,['H2O'],,
reactantSelection.coReactant.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].precursor,1,1,1,['Diethylzinc (DEZ)'],,
reactantSelection.precursor.[1].compound,1,1,1,['B-dopant'],,
reactantSelection.precursor.[1].precursor,1,1,1,['Diborane (B2H6)'],,
reactantSelection.purgingGas,1,1,1,['argon'],,
