property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,4,4,2,"['Al2O3', 'ZnO']",,
aldSystem.aldMethod.[0].method,4,4,2,"['PEALD', 'TALD']",,
aldSystem.aldMethod.[1].compound,1,1,1,['ZnO'],,
aldSystem.aldMethod.[1].method,1,1,1,['PEALD'],,
aldSystem.materialDeposited,4,4,1,['ZnO'],,
deviceProperties.deviceStructure,2,2,2,"['TE/ZnO/Si', 'ZnO/Al2O3/Al0.88B0.12N FeFET']",,
deviceProperties.onOffRatio.quantityValue.numericValue,1,1,0,[],1000.0,1000.0
materialProperties.chemicalComposition,4,4,2,"['Al0.88B0.12N', 'ZnO']",,
materialProperties.conformality.aspectRatio.quantityValue.numericValue,1,1,0,[],1.0,1.0
materialProperties.crystallinity.characterizationMethod,3,3,1,['XRD'],,
materialProperties.crystallinity.phase,3,3,3,"['c-axis orientation', 'c-axis-preferred orientation', 'polycrystalline']",,
materialProperties.electricalProperties.characterizationMethod,1,1,1,['Hall measurement'],,
materialProperties.filmComposition.atomicRatio.characterizationMethod,2,2,2,"['AES', 'XRD']",,
materialProperties.filmComposition.atomicRatio.elements,3,6,4,"['Al', 'B', 'O', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,2,2,2,"['0.88:0.12', '1:1']",,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,2,2,2,"['AES', 'XRD']",,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,1,1,0,[],100.0,100.0
materialProperties.filmDensity.characterizationMethod,1,1,1,['ellipsometry'],,
materialProperties.filmDensity.value.quantityValue.numericValue,1,1,0,[],5.6,5.6
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,1,1,0,[],3.2,3.2
materialProperties.opticalProperties.refractiveIndex.quantityValue.numericValue,1,1,0,[],2.0,2.0
materialProperties.roughness.characterizationMethod,2,2,2,"['AFM', 'XRD']",,
materialProperties.roughness.value.quantityValue.numericValue,1,1,0,[],5.4,5.4
materialProperties.uniformity.variation.quantityValue.numericValue,1,1,0,[],5.0,5.0
otherAspects.filmStability,2,2,0,[],1.0,1.0
otherAspects.reproducibility,2,2,0,[],1.0,1.0
processParameters.reactor.manufacturer,2,2,2,"['Beneq', 'Ever-tek']",,
processParameters.reactor.name,3,3,3,"['MNT ALD system', 'Plus-100', 'TFS-200']",,
processParameters.substrate,4,4,4,"['300 mm silicon wafers', 'N-type Si substrate', 'Si wafers with a 200-nm-thick SiO2 layer', 'Si3N4 membrane']",,
processParameters.temperature.quantityValue.numericValue,4,4,0,[],70.0,250.0
processParameters.thicknessControl.dosingTime.[0].coReactant.quantityValue.numericValue,1,1,0,[],1000.0,1000.0
processParameters.thicknessControl.dosingTime.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,1,1,0,[],1000.0,1000.0
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,3,3,0,[],11.0,100.0
processParameters.thicknessControl.flowRates.[0].coReactantFlow.quantityValue.numericValue,1,1,0,[],1000.0,1000.0
processParameters.thicknessControl.flowRates.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.flowRates.[0].precursorFlow.quantityValue.numericValue,1,1,0,[],0.0,0.0
processParameters.thicknessControl.flowRates.[0].purgingGasFlow.quantityValue.numericValue,1,1,0,[],900.0,900.0
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,3,3,0,[],11.0,100.0
processParameters.thicknessControl.growthPerCycle.numberofCycles.quantityValue.numericValue,2,2,0,[],120.0,300.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,3,3,1,['ZnO'],,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,3,3,0,[],0.1667,1.0
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,1,1,0,[],5000.0,5000.0
processParameters.thicknessControl.purgeTime.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,1,1,0,[],5000.0,5000.0
processParameters.thicknessControl.saturation,4,4,0,[],0.0,1.0
reactantSelection.coReactant.[0].coReactant,4,4,3,"['CO2', 'H2O', 'O3']",,
reactantSelection.coReactant.[0].compound,4,4,2,"['Al2O3', 'ZnO']",,
reactantSelection.coReactant.[1].coReactant,3,3,2,"['N2O', 'O3']",,
reactantSelection.coReactant.[1].compound,3,3,1,['ZnO'],,
reactantSelection.precursor.[0].compound,4,4,2,"['Al2O3', 'ZnO']",,
reactantSelection.precursor.[0].precursor,4,4,4,"['DEZ', 'Diethylzinc (DEZn)', 'Zn(C2H5)2', 'trimethylaluminum (TMA)']",,
reactantSelection.precursor.[1].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[1].precursor,1,1,1,['diethylzinc (DEZ)'],,
reactantSelection.purgingGas,1,1,1,['Ar'],,
