property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,1,1,['IGZO'],,
aldSystem.aldMethod.[0].method,1,1,1,['TALD'],,
aldSystem.aldMethod.[1].compound,1,1,1,['IZO'],,
aldSystem.aldMethod.[1].method,1,1,1,['TALD'],,
aldSystem.materialDeposited,1,1,1,['IZO/IGZO'],,
deviceProperties.deviceStructure,1,1,1,['top-gate-bottom-contact (TGBC)'],,
deviceProperties.fieldEffectMobility.quantityValue.numericValue,1,1,0,[],50.8,50.8
deviceProperties.thresholdVoltage.quantityValue.numericValue,1,1,0,[],0.84,0.84
materialProperties.crystallinity.characterizationMethod,1,1,1,['XRD'],,
materialProperties.crystallinity.phase,1,1,1,['amorphous'],,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,1,1,0,[],50.8,50.8
materialProperties.filmComposition.atomicRatio.characterizationMethod,1,1,1,['XPS'],,
materialProperties.filmComposition.atomicRatio.elements,1,3,3,"['Ga', 'In', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,1,1,1,['1.4:1:2'],,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,1,1,1,['XPS'],,
otherAspects.filmStability,1,1,0,[],1.0,1.0
otherAspects.reproducibility,1,1,0,[],1.0,1.0
processParameters.substrate,1,1,1,['thermally grown SiO2/Si'],,
processParameters.supercycleDesign.numberofSubcycles.[0].compound,1,1,1,['IGZO'],,
processParameters.supercycleDesign.numberofSubcycles.[0].count.quantityValue.numericValue,1,1,0,[],2.0,2.0
processParameters.supercycleDesign.numberofSubcycles.[1].compound,1,1,1,['IZO'],,
processParameters.supercycleDesign.numberofSubcycles.[1].count.quantityValue.numericValue,1,1,0,[],2.0,2.0
processParameters.supercycleDesign.subcycleSequence,1,3,3,"['DEZn', 'In-Ga', 'TEIn']",,
processParameters.temperature.quantityValue.numericValue,1,1,0,[],200.0,200.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,1,1,1,['IGZO'],,
processParameters.thicknessControl.growthPerCycle.values.[1].compound,1,1,1,['IZO'],,
processParameters.thicknessControl.saturation,1,1,0,[],0.0,0.0
reactantSelection.coReactant.[0].coReactant,1,1,1,['O3'],,
reactantSelection.coReactant.[0].compound,1,1,1,['IGZO'],,
reactantSelection.coReactant.[1].coReactant,1,1,1,['O3'],,
reactantSelection.coReactant.[1].compound,1,1,1,['IZO'],,
reactantSelection.precursor.[0].compound,1,1,1,['IGZO'],,
reactantSelection.precursor.[0].precursor,1,1,1,"['In-Ga bimetallic single precursor, diethyl zinc (DEZn)']",,
reactantSelection.precursor.[1].compound,1,1,1,['IZO'],,
reactantSelection.precursor.[1].precursor,1,1,1,['triethyl indium (TEIn) and diethyl zinc (DEZn)'],,
