property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,1,1,['ZnO'],,
aldSystem.aldMethod.[0].method,1,1,1,['PEALD'],,
aldSystem.materialDeposited,1,1,1,['ZnO'],,
deviceProperties.deviceStructure,1,1,1,['staggered bottom-gate'],,
deviceProperties.fieldEffectMobility.quantityValue.numericValue,1,1,0,[],20.0,20.0
deviceProperties.onOffRatio.quantityValue.numericValue,1,1,0,[],1000000000.0,1000000000.0
deviceProperties.subthresholdSwing.quantityValue.numericValue,1,1,0,[],200.0,200.0
deviceProperties.thresholdVoltage.quantityValue.numericValue,1,1,0,[],4.5,4.5
materialProperties.chemicalComposition,1,1,1,['ZnO'],,
materialProperties.crystallinity.characterizationMethod,1,1,1,['XRD'],,
materialProperties.crystallinity.phase,1,1,1,['crystalline (002) textured'],,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,1,1,0,[],20.0,20.0
materialProperties.opticalProperties.bandGap.quantityValue.numericValue,1,1,0,[],3.3,3.3
materialProperties.opticalProperties.characterizationMethod,1,1,1,['photoluminescence'],,
materialProperties.roughness.characterizationMethod,1,1,1,['AFM'],,
otherAspects.filmStability,1,1,0,[],1.0,1.0
otherAspects.reproducibility,1,1,0,[],1.0,1.0
processParameters.plasmaPower.quantityValue.numericValue,1,1,0,[],0.1,0.1
processParameters.substrate,1,1,1,['borosilicate glass'],,
processParameters.temperature.quantityValue.numericValue,1,1,0,[],200.0,200.0
processParameters.thicknessControl.dosingTime.[0].coReactant.quantityValue.numericValue,1,1,0,[],2.0,2.0
processParameters.thicknessControl.dosingTime.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.dosingTime.[0].precursor.quantityValue.numericValue,1,1,0,[],2.0,2.0
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,1,1,0,[],10.0,10.0
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,1,1,0,[],10.0,10.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.growthPerCycle.values.[0].value.quantityValue.numericValue,1,1,0,[],2.5,2.5
processParameters.thicknessControl.purgeTime.[0].coReactant.quantityValue.numericValue,1,1,0,[],4.0,4.0
processParameters.thicknessControl.purgeTime.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.purgeTime.[0].precursor.quantityValue.numericValue,1,1,0,[],4.0,4.0
processParameters.thicknessControl.saturation,1,1,0,[],0.0,0.0
reactantSelection.coReactant.[0].coReactant,1,1,1,['N2O'],,
reactantSelection.coReactant.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].precursor,1,1,1,['diethylzinc (DEZ)'],,
reactantSelection.purgingGas,1,1,1,['N2O'],,
