property,papers_with_value,total_occurrences,distinct_values_count,distinct_values_sample,min_value,max_value
aldSystem.aldMethod.[0].compound,1,1,1,['ZnO'],,
aldSystem.aldMethod.[0].method,1,1,1,['PEALD'],,
aldSystem.aldMethod.[1].compound,1,1,1,['Ga2O3'],,
aldSystem.aldMethod.[1].method,1,1,1,['PEALD'],,
aldSystem.aldMethod.[2].compound,1,1,1,['In2O3'],,
aldSystem.aldMethod.[2].method,1,1,1,['PEALD'],,
aldSystem.materialDeposited,1,1,1,['InGaZnO'],,
deviceProperties.deviceStructure,1,1,1,['glass/ITO/SiO2/IGZO/ITO'],,
deviceProperties.fieldEffectMobility.quantityValue.numericValue,1,1,0,[],8.8,8.8
deviceProperties.onOffRatio.quantityValue.numericValue,1,1,0,[],220000000.0,220000000.0
deviceProperties.subthresholdSwing.quantityValue.numericValue,1,1,0,[],0.2,0.2
deviceProperties.thresholdVoltage.quantityValue.numericValue,1,1,0,[],1.7,1.7
materialProperties.chemicalComposition,1,1,1,['InGaZnO'],,
materialProperties.crystallinity.characterizationMethod,1,1,1,['XRD'],,
materialProperties.crystallinity.phase,1,1,1,['amorphous'],,
materialProperties.electricalProperties.characterizationMethod,1,1,1,['Hall-effect measurement'],,
materialProperties.electricalProperties.mobility.quantityValue.numericValue,1,1,0,[],8.8,8.8
materialProperties.filmComposition.atomicRatio.characterizationMethod,1,1,1,['X-ray photoelectron spectroscopy (XPS)'],,
materialProperties.filmComposition.atomicRatio.elements,1,3,3,"['Ga', 'In', 'Zn']",,
materialProperties.filmComposition.atomicRatio.value,1,1,1,['1:1:1'],,
materialProperties.filmComposition.elementalConcentration.characterizationMethod,1,1,1,['X-ray photoelectron spectroscopy (XPS)'],,
materialProperties.filmComposition.elementalConcentration.values.quantityValue.numericValue,1,1,0,[],12.4,12.4
otherAspects.filmStability,1,1,0,[],1.0,1.0
otherAspects.reproducibility,1,1,0,[],1.0,1.0
processParameters.plasmaPower.quantityValue.numericValue,1,1,0,[],2500.0,2500.0
processParameters.reactor.manufacturer,1,1,1,"['Picosun, Finland']",,
processParameters.reactor.name,1,1,1,['R200 advanced'],,
processParameters.substrate,1,1,1,['glass'],,
processParameters.supercycleDesign.numberofSubcycles.[0].compound,1,1,1,['ZnO'],,
processParameters.supercycleDesign.numberofSubcycles.[0].count.quantityValue.numericValue,1,1,0,[],1.0,1.0
processParameters.supercycleDesign.numberofSubcycles.[1].compound,1,1,1,['Ga2O3'],,
processParameters.supercycleDesign.numberofSubcycles.[1].count.quantityValue.numericValue,1,1,0,[],1.0,1.0
processParameters.supercycleDesign.numberofSubcycles.[2].compound,1,1,1,['In2O3'],,
processParameters.supercycleDesign.numberofSubcycles.[2].count.quantityValue.numericValue,1,1,0,[],3.0,3.0
processParameters.supercycleDesign.subcycleSequence,1,4,3,"['Ga2O3', 'In2O3', 'ZnO']",,
processParameters.temperature.quantityValue.numericValue,1,1,0,[],250.0,250.0
processParameters.thicknessControl.filmThickness.quantityValue.numericValue,1,1,0,[],30.0,30.0
processParameters.thicknessControl.growthPerCycle.filmThickness.quantityValue.numericValue,1,1,0,[],30.0,30.0
processParameters.thicknessControl.growthPerCycle.numberofCycles.quantityValue.numericValue,1,1,0,[],39.0,39.0
processParameters.thicknessControl.growthPerCycle.values.[0].compound,1,1,1,['ZnO'],,
processParameters.thicknessControl.growthPerCycle.values.[1].compound,1,1,1,['Ga2O3'],,
processParameters.thicknessControl.growthPerCycle.values.[2].compound,1,1,1,['In2O3'],,
processParameters.thicknessControl.saturation,1,1,0,[],1.0,1.0
reactantSelection.coReactant.[0].coReactant,1,1,1,['O2 plasma'],,
reactantSelection.coReactant.[0].compound,1,1,1,['ZnO'],,
reactantSelection.coReactant.[1].coReactant,1,1,1,['O2 plasma'],,
reactantSelection.coReactant.[1].compound,1,1,1,['Ga2O3'],,
reactantSelection.coReactant.[2].coReactant,1,1,1,['O2 plasma'],,
reactantSelection.coReactant.[2].compound,1,1,1,['In2O3'],,
reactantSelection.precursor.[0].compound,1,1,1,['ZnO'],,
reactantSelection.precursor.[0].precursor,1,1,1,['diethylzinc (DEZ)'],,
reactantSelection.precursor.[1].compound,1,1,1,['Ga2O3'],,
reactantSelection.precursor.[1].precursor,1,1,1,['trimethylgallium (TMGa)'],,
reactantSelection.precursor.[2].compound,1,1,1,['In2O3'],,
reactantSelection.precursor.[2].precursor,1,1,1,['cyclopentadienyl indium (InCp)'],,
